Gene ID,AO1,AO2,B1,B2
NVE16517,40,45,49,37
NVE16518,118,117,146,112
NVE16519,413,377,391,332
NVE16520,75,51,44,74
NVE16521,11,11,11,8
NVE16522,68,52,101,69
NVE16523,52,49,65,48
NVE16524,10,5,15,11
NVE16525,7,12,16,18
NVE16526,462,413,463,408
NVE16527,204,223,303,250
NVE16529,4,3,9,6
NVE16530,66,49,140,137
NVE16531,184,134,207,175
NVE16532,368,273,526,436
NVE16533,285,248,163,134
NVE16534,19,28,39,29
NVE16535,165,111,201,166
NVE16536,0,1,0,0
NVE16537,226,222,222,193
NVE16538,194,157,147,140
NVE16539,372,314,238,281
NVE16540,178,134,220,195
NVE16541,80,96,29,44
NVE16542,937,813,844,716
NVE18975,292,293,330,249
NVE19089,75,60,83,67
NVE18885,4,14,77,67
NVE18895,15,98,1166,899
NVE18904,241,257,228,207
NVE18917,187,184,137,153
NVE18929,61,51,55,47
NVE18944,219,202,224,204
NVE18966,94,102,140,129
NVE18982,1123,973,1273,982
NVE18997,222,206,292,263
NVE19009,391,291,425,395
NVE19027,4492,4078,4685,3862
NVE19058,80,74,89,86
NVE19121,24,49,73,50
NVE19130,647,595,671,560
NVE19145,71,50,93,78
NVE18878,604,597,282,300
NVE18879,56,47,79,86
NVE18880,27,12,6,6
NVE18881,47,40,53,47
NVE18882,13,2,10,4
NVE18883,4,16,3,5
NVE18884,54,49,71,48
NVE18886,123,107,141,105
NVE18887,10,8,7,7
NVE18888,31,40,28,23
NVE18889,58,74,74,94
NVE18890,894,835,1370,1019
NVE18891,30,24,35,22
NVE18892,47,55,55,40
NVE18893,176,203,93,86
NVE18894,0,3,75,50
NVE18896,47,39,83,67
NVE18897,187,178,186,144
NVE18898,15,21,30,18
NVE18899,34,31,92,112
NVE18900,6,11,66,48
NVE18901,67,46,85,57
NVE18902,41,29,26,31
NVE18903,1075,1015,837,722
NVE18905,59,56,69,69
NVE18906,17,14,20,22
NVE18907,1,0,2,3
NVE18908,23,18,34,17
NVE18909,746,609,733,583
NVE18910,125,107,45,28
NVE18911,22,26,52,51
NVE18912,273,329,154,226
NVE18913,607,475,683,523
NVE18914,861,795,750,691
NVE18915,50,44,48,57
NVE18916,108,132,170,183
NVE18918,18,27,39,30
NVE18919,20,19,34,18
NVE18920,747,613,978,917
NVE18921,14,6,18,11
NVE18922,14,8,41,44
NVE18923,243,204,277,248
NVE18924,382,354,496,392
NVE18925,642,620,861,724
NVE18926,347,272,344,362
NVE18927,234,271,329,291
NVE18928,5,11,14,8
NVE18930,0,1,2,2
NVE18931,357,330,450,393
NVE18932,495,450,606,570
NVE18933,44,24,43,46
NVE18934,198,254,190,169
NVE18935,520,558,398,431
NVE18936,33,22,62,42
NVE18937,108,115,141,116
NVE18938,7,7,11,7
NVE18939,12,15,34,36
NVE18940,5979,5989,6723,5663
NVE18941,190,200,180,149
NVE18942,181,159,174,147
NVE18943,726,795,730,611
NVE18945,139,138,116,93
NVE18946,92,99,45,73
NVE18947,767,629,863,772
NVE18948,57,63,74,64
NVE18949,86,69,115,82
NVE18950,3,17,14,7
NVE18951,301,352,476,390
NVE18952,302,327,518,498
NVE18953,386,394,614,524
NVE18954,1415,1609,3230,2811
NVE18955,21,35,77,46
NVE18956,8,7,26,29
NVE18957,5,9,52,37
NVE18958,151,163,261,245
NVE18959,12281,12570,16275,15211
NVE18960,1398,1202,1796,1706
NVE18961,288,289,455,330
NVE18962,2,10,13,3
NVE18963,490,520,567,455
NVE18964,18,12,14,11
NVE18965,507,485,584,547
NVE18967,452,415,41,44
NVE18968,40,44,190,118
NVE18969,172,152,271,201
NVE18970,30,25,66,37
NVE18971,941,746,994,856
NVE18972,67,59,101,69
NVE18973,63,123,290,248
NVE18974,830,793,1003,972
NVE18976,261,195,302,223
NVE18977,3,0,1,1
NVE18978,52,61,67,56
NVE18979,559,517,774,738
NVE18980,10,8,16,10
NVE18981,890,755,1020,816
NVE18983,51,48,40,41
NVE18984,39,41,51,54
NVE18985,24,14,51,43
NVE18986,151,142,138,96
NVE18987,595,578,763,633
NVE18988,4,1,1,2
NVE18989,1002,931,1529,1332
NVE18990,256,227,393,383
NVE18991,545,604,566,508
NVE18992,100,121,125,112
NVE18993,427,431,780,662
NVE18994,41,33,24,13
NVE18995,50,48,68,54
NVE18996,210,193,195,184
NVE18998,7,4,10,8
NVE18999,2,4,0,4
NVE19000,13,21,16,15
NVE19001,206,186,251,200
NVE19002,262,200,332,316
NVE19003,7,10,38,35
NVE19004,25,27,72,70
NVE19005,13,11,25,18
NVE19006,27,25,30,16
NVE19007,633,581,654,536
NVE19008,270,226,326,260
NVE19010,169,172,146,137
NVE19011,8,7,44,22
NVE19012,1394,1477,860,1040
NVE19013,68,53,80,69
NVE19014,45,39,77,76
NVE19015,70,75,64,46
NVE19016,232,193,249,248
NVE19017,428,383,491,399
NVE19018,17,16,17,10
NVE19019,101,102,108,87
NVE19020,19,19,19,14
NVE19021,23,15,25,26
NVE19022,28,12,17,23
NVE19023,10,10,6,11
NVE19024,69,59,80,72
NVE19025,535,496,468,440
NVE19026,49,31,44,40
NVE19028,90,82,102,74
NVE19029,87,69,87,85
NVE19030,6,2,8,3
NVE19031,1,2,3,3
NVE19032,1,4,4,2
NVE19033,2,0,1,1
NVE19034,2,3,1,0
NVE19035,3,0,5,5
NVE19036,610,560,792,696
NVE19037,2591,2637,4487,4220
NVE19038,5,4,9,5
NVE19039,3974,4154,7688,6839
NVE19040,4400,4841,9100,8388
NVE19041,483,453,765,711
NVE19042,75,85,59,61
NVE19043,1,2,1,2
NVE19044,206,147,215,164
NVE19045,92,84,110,76
NVE19046,638,624,883,797
NVE19047,127,130,146,118
NVE19048,328,295,304,271
NVE19049,42,49,34,45
NVE19050,251,228,260,268
NVE19051,41,27,38,27
NVE19052,16,25,43,23
NVE19053,1344,1239,1333,1139
NVE19054,53,50,38,47
NVE19055,411,356,259,246
NVE19056,75,60,79,64
NVE19057,340,302,433,396
NVE19059,65,56,90,76
NVE19060,15,10,11,9
NVE19061,9,7,6,5
NVE19062,8,9,9,7
NVE19063,41,29,41,26
NVE19064,260,283,118,112
NVE19065,115,83,88,79
NVE19066,4,3,78,63
NVE19067,172,150,215,129
NVE19068,109,113,158,125
NVE19069,47,18,40,31
NVE19070,55,57,41,48
NVE19071,23,21,53,30
NVE19072,161,147,139,108
NVE19073,361,336,356,304
NVE19074,10,7,10,11
NVE19075,956,873,1122,901
NVE19076,81,76,117,83
NVE19077,33,27,48,28
NVE19078,88,83,83,79
NVE19079,31,47,53,33
NVE19080,14,12,11,13
NVE19081,149,125,114,100
NVE19082,2598,2332,2092,1862
NVE19083,39,49,73,65
NVE19084,117,110,96,93
NVE19085,1083,1008,869,688
NVE19086,8,4,1,1
NVE19087,22,22,36,25
NVE19088,221,203,273,242
NVE19090,24,14,16,16
NVE19091,75,75,99,97
NVE19092,180,160,271,195
NVE19093,2,0,0,0
NVE19094,114,115,91,75
NVE19095,46,44,54,48
NVE19096,87,94,141,112
NVE19097,446,420,436,401
NVE19098,225,164,176,122
NVE19099,137,103,84,62
NVE19100,568,555,581,505
NVE19101,167,149,74,58
NVE19102,1013,866,1203,1027
NVE19103,141,100,130,86
NVE19104,9,5,14,9
NVE19105,44,29,47,30
NVE19106,12,4,15,11
NVE19107,205,152,201,165
NVE19108,325,285,404,388
NVE19109,814,862,468,454
NVE19110,81,73,55,50
NVE19111,143,178,91,84
NVE19112,929,754,1119,1019
NVE19113,42,53,42,36
NVE19114,83,79,76,69
NVE19115,2359,1933,2783,2392
NVE19116,1,4,9,6
NVE19117,296,313,292,255
NVE19118,616,578,1124,1031
NVE19119,10,11,25,24
NVE19120,4,6,13,16
NVE19122,324,277,341,299
NVE19123,307,278,256,192
NVE19124,33,24,14,25
NVE19125,76,83,114,80
NVE19126,265,295,269,187
NVE19127,62,65,67,65
NVE19128,41,28,39,29
NVE19129,607,619,398,444
NVE19131,13,15,16,4
NVE19132,129,138,195,177
NVE19133,7,11,10,15
NVE19134,144,138,117,117
NVE19135,10,8,135,149
NVE19136,1,3,10,2
NVE19137,802,817,493,560
NVE19138,100,96,103,85
NVE19139,229,242,145,142
NVE19140,909,802,990,736
NVE19141,88,87,127,103
NVE19142,284,285,400,309
NVE19143,16,20,26,29
NVE19144,121,91,95,97
NVE19146,57,54,51,39
NVE19147,1123,968,847,764
NVE19148,80,72,85,85
NVE20933,55,54,76,85
NVE20958,567,462,452,337
NVE20999,140,141,190,176
NVE21028,59,82,98,79
NVE21056,275,289,618,736
NVE20892,17,23,124,91
NVE20893,176,169,204,178
NVE20894,155,124,143,108
NVE20895,161,149,462,310
NVE20896,27,11,93,57
NVE20897,9,14,22,20
NVE20898,469,385,278,189
NVE20899,42,65,216,192
NVE20900,44,59,78,81
NVE20901,50,37,77,60
NVE20902,149,149,299,282
NVE20903,8,3,11,14
NVE20904,488,489,771,629
NVE20905,6,7,11,7
NVE20906,132,121,150,139
NVE20907,246,253,187,147
NVE20908,32,35,31,33
NVE20909,3,5,6,7
NVE20910,368,274,357,266
NVE20911,3,1,1,11
NVE20912,258,229,301,257
NVE20913,192,194,118,101
NVE20914,299,242,291,248
NVE20915,228,194,166,171
NVE20916,305,250,234,214
NVE20917,30,35,21,22
NVE20918,55,49,23,18
NVE20919,131,111,128,70
NVE20920,25,19,13,14
NVE20921,26,20,25,21
NVE20922,8,10,8,4
NVE20923,122,118,166,128
NVE20924,10,6,8,7
NVE20925,35,26,53,48
NVE20926,128,157,244,163
NVE20927,9,22,35,21
NVE20928,307,280,517,430
NVE20929,48,54,52,52
NVE20930,74,95,110,96
NVE20931,53,49,58,60
NVE20932,144,121,122,111
NVE20934,269,236,181,197
NVE20935,290,335,202,231
NVE20936,100,80,135,113
NVE20937,40,30,45,39
NVE20938,368,351,327,245
NVE20939,19,24,12,20
NVE20940,226,204,313,258
NVE20941,1624,1384,1617,1401
NVE20942,79,109,64,44
NVE20943,1,1,3,0
NVE20944,466,503,639,530
NVE20945,4,1,5,1
NVE20946,537,543,658,519
NVE20947,6,5,8,5
NVE20948,139,132,148,126
NVE20949,107,100,211,158
NVE20950,237,215,355,250
NVE20951,93,85,143,93
NVE20952,22,29,62,48
NVE20953,116,101,102,91
NVE20954,50,41,78,70
NVE20955,341,322,403,295
NVE20956,4,5,8,9
NVE20957,142,114,202,203
NVE20959,573,541,705,562
NVE20960,8,6,18,13
NVE20961,196,221,586,441
NVE20962,209,190,370,359
NVE20963,489,417,360,299
NVE20964,16,12,49,60
NVE20965,16,24,23,19
NVE20966,16,11,18,13
NVE20967,212,205,226,191
NVE20968,195,192,236,152
NVE20969,9,9,13,17
NVE20970,756,649,973,923
NVE20971,1,1,18,11
NVE20972,85,88,47,40
NVE20973,4,0,6,5
NVE20974,126,97,144,113
NVE20975,633,539,534,461
NVE20976,117,157,107,83
NVE20977,161,111,132,129
NVE20978,106,91,141,105
NVE20979,106,76,150,149
NVE20980,11,17,28,22
NVE20981,164,166,116,114
NVE20982,16,24,22,25
NVE20983,50,36,65,56
NVE20984,119,116,110,120
NVE20985,290,238,377,323
NVE20986,53,60,92,66
NVE20987,107,109,140,124
NVE20988,438,400,324,293
NVE20989,137,110,146,98
NVE20990,177,146,232,231
NVE20991,5,3,7,4
NVE20992,165,150,260,240
NVE20993,124,107,149,117
NVE20994,97,87,107,101
NVE20995,55,51,49,58
NVE20996,78,94,78,46
NVE20997,107,92,74,87
NVE20998,5,1,4,1
NVE21000,917,822,860,761
NVE21001,123,116,174,150
NVE21002,173,159,198,181
NVE21003,513,490,556,463
NVE21004,363,364,470,453
NVE21005,19,22,30,25
NVE21006,380,363,366,351
NVE21007,341,355,513,460
NVE21008,42,25,60,27
NVE21009,137,134,193,117
NVE21010,152,114,160,134
NVE21011,77,61,59,47
NVE21012,95,79,131,102
NVE21013,227,231,301,267
NVE21014,113,87,138,103
NVE21015,256,280,171,222
NVE21016,247,212,262,220
NVE21017,37,33,33,35
NVE21018,2,4,5,3
NVE21019,6,5,1,5
NVE21020,158,137,199,168
NVE21021,346,273,271,215
NVE21022,517,486,428,361
NVE21023,391,347,260,236
NVE21024,16,14,14,12
NVE21025,189,175,138,141
NVE21026,2,2,2,0
NVE21027,44,32,57,41
NVE21029,31,24,41,19
NVE21030,86,88,50,42
NVE21031,53,63,77,60
NVE21032,59,37,55,43
NVE21033,3,5,7,1
NVE21034,69,59,55,52
NVE21035,8,2,7,11
NVE21036,2,2,8,5
NVE21037,16,21,28,19
NVE21038,452,446,286,284
NVE21039,13,15,12,11
NVE21040,45,55,64,48
NVE21041,11,7,4,0
NVE21042,1,2,1,1
NVE21043,9,21,16,13
NVE21044,59,68,27,41
NVE21045,107,137,91,85
NVE21046,662,648,539,467
NVE21047,15,23,23,10
NVE21048,2923,2838,2085,1752
NVE21049,406,389,371,332
NVE21050,6,0,2,1
NVE21051,519,512,768,584
NVE21052,332,349,566,494
NVE21053,61,45,54,40
NVE21054,107,116,125,96
NVE21055,563,576,473,452
NVE21057,191,201,220,177
NVE21058,2414,2370,2982,2459
NVE21059,226,184,250,191
NVE21060,71,61,76,65
NVE21061,780,766,1095,988
NVE21062,621,574,791,694
NVE21063,73,46,29,38
NVE21064,129,111,112,100
NVE21065,284,275,144,119
NVE21066,20,10,8,14
NVE21067,312,310,332,260
NVE21068,64,48,23,15
NVE21069,10,6,6,7
NVE21070,29,18,73,56
NVE21071,314,288,298,266
NVE21072,9,7,21,24
NVE21073,35,36,55,60
NVE21074,55,57,63,53
NVE21075,63,53,72,76
NVE21076,0,1,3,0
NVE21077,103,97,242,215
NVE21078,0,2,4,1
NVE21079,1950,1751,1765,1429
NVE21080,215,208,198,211
NVE21081,36,42,26,26
NVE21082,31,36,31,31
NVE21083,180,142,165,132
NVE21084,11,5,144,99
NVE21085,223,188,213,231
NVE21086,65,66,60,52
NVE21087,31,33,47,39
NVE21088,0,5,0,2
NVE21089,171,164,163,142
NVE21090,2935,4109,1102,1014
NVE21091,46,38,36,47
NVE21092,174,127,141,149
NVE21093,289,278,287,198
NVE21094,118,113,176,150
NVE21095,153,144,94,106
NVE21096,77,62,102,105
NVE21097,79,78,26,25
NVE22551,108,125,123,129
NVE22371,187,157,275,174
NVE22389,23,12,19,10
NVE22406,631,676,540,521
NVE22419,320,304,299,264
NVE22430,342,283,316,242
NVE22447,211,184,291,212
NVE22474,79,75,71,74
NVE22487,8,14,17,9
NVE22528,2742,2764,2662,2325
NVE22539,28,33,108,105
NVE22567,1131,973,1052,950
NVE22359,810,788,685,495
NVE22360,194,150,77,96
NVE22361,424,378,371,309
NVE22362,324,322,394,364
NVE22363,10,21,12,18
NVE22364,26,20,27,26
NVE22365,56,57,47,59
NVE22366,41,53,62,59
NVE22367,279,262,211,185
NVE22368,12,24,23,13
NVE22369,313,297,266,285
NVE22370,446,448,410,346
NVE22372,73,76,118,118
NVE22373,19,22,23,21
NVE22374,211,217,250,221
NVE22375,218,143,192,197
NVE22376,136,121,174,173
NVE22377,303,249,317,289
NVE22378,836,854,808,782
NVE22379,276,220,256,180
NVE22380,34,30,33,26
NVE22381,3,6,13,11
NVE22382,20,24,14,12
NVE22383,58,41,53,30
NVE22384,250,215,349,287
NVE22385,0,0,5,9
NVE22386,0,1,2,0
NVE22387,1,1,1,4
NVE22388,107,84,105,86
NVE22390,6,2,12,4
NVE22391,4,6,3,3
NVE22392,80,57,100,77
NVE22393,37,23,49,35
NVE22394,55,43,60,48
NVE22395,1101,914,1196,1046
NVE22396,1178,1250,746,833
NVE22397,90,62,91,70
NVE22398,3,3,2,2
NVE22399,88,89,76,68
NVE22400,541,440,393,338
NVE22401,91,73,109,64
NVE22402,98,73,41,51
NVE22403,165,155,104,79
NVE22404,17,9,6,8
NVE22405,300,302,154,120
NVE22407,735,731,711,666
NVE22408,392,360,678,652
NVE22409,150,146,147,174
NVE22410,34,32,53,45
NVE22411,7862,7294,9005,7902
NVE22412,204,182,165,155
NVE22413,36,41,58,26
NVE22414,1208,1093,1239,1057
NVE22415,422,362,347,324
NVE22416,58,59,51,62
NVE22417,674,579,774,571
NVE22418,70,67,88,75
NVE22420,7,14,9,10
NVE22421,196,180,158,164
NVE22422,48,68,42,57
NVE22423,1,3,0,0
NVE22424,33,23,45,27
NVE22425,991,934,1012,905
NVE22426,47,38,75,49
NVE22427,27,24,25,30
NVE22428,332,278,400,329
NVE22429,127,80,110,87
NVE22431,19,22,31,31
NVE22432,8,12,23,19
NVE22433,52,47,47,44
NVE22434,48,46,106,81
NVE22435,1,0,4,5
NVE22436,7,2,5,5
NVE22437,2,0,0,2
NVE22438,1,1,3,2
NVE22439,1,1,4,0
NVE22440,6,6,9,13
NVE22441,7,5,2,6
NVE22442,63,72,79,71
NVE22443,103,82,128,113
NVE22444,180,158,141,125
NVE22445,2029,1721,2105,1780
NVE22446,64,41,32,45
NVE22448,332,255,279,235
NVE22449,323,324,248,232
NVE22450,150,112,139,116
NVE22451,435,425,264,229
NVE22452,24,11,17,10
NVE22453,58,52,45,39
NVE22454,30,43,44,35
NVE22455,41,26,44,49
NVE22456,12,7,16,15
NVE22457,144,130,162,139
NVE22458,8,8,9,4
NVE22459,27,27,32,26
NVE22460,64,50,72,69
NVE22461,73,50,79,67
NVE22462,766,806,1685,1389
NVE22463,2419,2392,3606,3103
NVE22464,40,33,56,48
NVE22465,261,258,133,106
NVE22466,156,135,164,119
NVE22467,166,145,195,164
NVE22468,57,47,60,53
NVE22469,131,123,95,95
NVE22470,42,38,44,30
NVE22471,199,129,257,237
NVE22472,42,25,49,40
NVE22473,203,193,202,160
NVE22475,5,3,5,4
NVE22476,5562,4889,6187,5629
NVE22477,15,17,40,26
NVE22478,64,60,101,91
NVE22479,409,281,164,162
NVE22480,12,10,11,5
NVE22481,248,233,296,203
NVE22482,10,4,6,6
NVE22483,490,519,609,531
NVE22484,185,189,219,219
NVE22485,543,503,914,753
NVE22486,29,21,46,34
NVE22488,23,7,36,24
NVE22489,28,17,31,19
NVE22490,3,0,2,2
NVE22491,9,6,6,5
NVE22492,47,68,57,64
NVE22493,147,99,126,121
NVE22495,11,11,21,14
NVE22496,27,22,42,43
NVE22497,21,15,42,41
NVE22498,125,134,140,126
NVE22499,170,129,177,142
NVE22500,51,83,106,86
NVE22501,268,221,337,276
NVE22502,49,27,77,58
NVE22503,133,104,165,140
NVE22504,6,4,7,13
NVE22505,30,13,47,53
NVE22506,0,2,15,8
NVE22507,31,16,17,40
NVE22508,38,44,21,25
NVE22509,153,152,107,87
NVE22510,145,136,141,132
NVE22511,128,95,99,88
NVE22512,2,3,3,3
NVE22513,80,74,85,71
NVE22514,28,12,16,25
NVE22515,20,17,24,25
NVE22516,10,6,20,14
NVE22517,56,49,72,62
NVE22518,14,6,13,5
NVE22519,96,80,72,67
NVE22520,608,541,473,387
NVE22521,160,163,144,143
NVE22522,282,277,324,301
NVE22523,1,4,4,3
NVE22524,26,21,20,16
NVE22525,2603,2435,4222,3826
NVE22526,84,78,140,92
NVE22527,83,78,64,74
NVE22529,83,56,75,52
NVE22530,359,347,349,310
NVE22531,16,19,12,19
NVE22532,35,21,27,20
NVE22533,592,584,673,543
NVE22534,2132,1960,2451,2088
NVE22535,70,69,69,73
NVE22536,8,4,3,1
NVE22537,646,550,840,666
NVE22538,398,429,480,382
NVE22540,5,4,7,11
NVE22541,60,62,35,33
NVE22542,25,23,13,7
NVE22543,116,65,95,95
NVE22544,11,10,6,7
NVE22545,0,2,0,0
NVE22546,125,139,94,99
NVE22547,41,36,63,61
NVE22548,58,32,37,35
NVE22549,60,65,73,90
NVE22550,451,400,434,396
NVE22552,94,122,100,87
NVE22553,109,88,122,131
NVE22554,194,210,239,186
NVE22555,119,145,145,122
NVE22556,14,6,24,9
NVE22557,4,4,8,17
NVE22558,932,893,588,508
NVE22559,57,60,56,42
NVE22560,18,14,18,7
NVE22561,162,157,122,98
NVE22562,39,41,50,41
NVE22563,28,23,35,26
NVE22564,469,487,274,287
NVE22565,15,20,16,18
NVE22566,9,15,19,14
NVE22568,106,96,82,93
NVE22569,47,45,40,31
NVE22570,68,47,58,60
NVE22571,21,19,16,13
NVE22572,140,119,196,137
NVE22573,1,0,0,3
NVE22574,174,154,145,153
NVE22575,215,207,163,171
NVE22576,11,6,13,8
NVE22577,75,69,75,60
NVE22578,50,40,60,65
NVE22579,150,133,135,116
NVE22580,625,650,703,611
NVE24118,1041,989,1187,1021
NVE23925,348,318,134,110
NVE23937,76,76,56,59
NVE23951,248,209,297,246
NVE23994,322,313,393,259
NVE24030,334,304,393,322
NVE24052,260,301,440,341
NVE24081,971,988,675,660
NVE24092,386,355,386,327
NVE24102,285,246,334,316
NVE23911,5,4,8,9
NVE23912,2,2,1,6
NVE23913,1759,1494,769,711
NVE23914,1003,938,612,665
NVE23915,19,19,14,7
NVE23916,1255,1225,1148,1071
NVE23917,63,84,33,66
NVE23918,27,34,55,52
NVE23919,4,2,1,6
NVE23920,174,191,173,137
NVE23921,5,1,8,2
NVE23922,5,1,8,6
NVE23923,7,11,7,3
NVE23924,5,5,10,12
NVE23926,336,340,415,360
NVE23927,35,30,90,56
NVE23928,269,267,202,215
NVE23929,0,1,2,1
NVE23930,18,23,13,14
NVE23931,56,48,49,38
NVE23932,315,291,165,149
NVE23933,29,28,17,16
NVE23934,117,124,80,64
NVE23935,876,873,718,594
NVE23936,35,25,21,31
NVE23938,31,37,30,29
NVE23939,0,16,792,533
NVE23940,3,10,117,94
NVE23941,3,4,0,4
NVE23942,0,0,13,7
NVE23943,24,19,62,36
NVE23944,12,24,13,12
NVE23945,6,8,12,18
NVE23946,8,10,10,8
NVE23947,10,9,75,59
NVE23948,15,17,39,28
NVE23949,32,37,108,67
NVE23950,55,81,107,85
NVE23952,35,30,70,62
NVE23953,318,258,334,295
NVE23954,738,742,580,462
NVE23955,50,48,21,21
NVE23956,3,3,14,15
NVE23957,6,9,13,11
NVE23959,15,16,24,6
NVE23960,10,14,23,10
NVE23961,30,24,38,41
NVE23962,384,284,444,409
NVE23963,3122,2395,3166,2766
NVE23964,24,17,24,12
NVE23965,3642,3016,3956,3635
NVE23966,386,309,365,284
NVE23967,98,72,80,75
NVE23968,103,94,128,94
NVE23969,14,15,17,11
NVE23970,375,364,251,269
NVE23971,432,400,566,476
NVE23972,848,770,704,602
NVE23973,250,282,199,189
NVE23974,128,118,111,91
NVE23975,69,65,82,80
NVE23976,68,74,72,62
NVE23977,80,106,135,114
NVE23978,257,248,293,261
NVE23979,6,1,3,2
NVE23980,249,249,239,185
NVE23981,198,186,117,90
NVE23982,319,345,208,199
NVE23983,17,22,25,17
NVE23984,11,8,5,7
NVE23985,83,85,92,78
NVE23986,5,4,15,9
NVE23987,6,6,5,5
NVE23988,117,77,123,99
NVE23989,8,3,5,3
NVE23990,682,599,746,658
NVE23991,16,16,30,15
NVE23992,80,84,84,67
NVE23993,9234,8733,11594,10659
NVE23995,146,119,112,85
NVE23996,194,169,193,172
NVE23997,120,115,131,96
NVE23998,71,64,67,68
NVE23999,16,11,19,21
NVE24000,56,55,82,58
NVE24001,11,11,20,13
NVE24002,101,109,121,124
NVE24003,51,52,79,94
NVE24004,1,0,4,0
NVE24005,4,3,8,11
NVE24006,4,8,7,9
NVE24007,12,7,8,7
NVE24008,0,1,1,4
NVE24009,288,269,184,166
NVE24010,155,166,168,128
NVE24011,394,355,424,349
NVE24012,1728,1747,1743,1618
NVE24013,56,53,46,27
NVE24014,53,37,44,43
NVE24015,4,0,0,1
NVE24016,1,1,1,2
NVE24017,0,0,2,1
NVE24018,4,3,2,5
NVE24019,0,0,0,0
NVE24020,0,1,2,3
NVE24021,0,0,3,1
NVE24022,4,7,9,6
NVE24023,25,28,24,16
NVE24024,4,0,1,0
NVE24025,0,0,1,0
NVE24026,10,8,9,6
NVE24027,179,182,151,139
NVE24028,64,52,72,55
NVE24029,4,7,6,5
NVE24031,1,2,2,3
NVE24032,3,1,6,6
NVE24033,5,3,8,4
NVE24034,129,115,142,99
NVE24035,20,14,16,8
NVE24036,71,70,110,66
NVE24037,101,92,103,106
NVE24038,3,3,10,1
NVE24039,5,2,7,4
NVE24040,0,2,1,0
NVE24041,0,0,0,0
NVE24042,8,9,18,23
NVE24043,0,0,0,0
NVE24044,2,4,1,2
NVE24045,1,0,0,2
NVE24046,2,0,0,0
NVE24047,0,1,3,2
NVE24048,0,3,0,2
NVE24049,1,1,0,2
NVE24050,2,5,6,5
NVE24051,0,2,4,3
NVE24053,65,62,74,71
NVE24054,80,61,71,58
NVE24055,132,140,138,124
NVE24056,190,218,234,189
NVE24058,43,30,22,25
NVE24059,412,419,464,341
NVE24060,13,2,6,3
NVE24061,0,0,3,1
NVE24062,5,5,13,10
NVE24063,1,1,8,4
NVE24064,27,13,18,12
NVE24065,12,13,24,17
NVE24066,106,124,167,126
NVE24067,23,20,21,13
NVE24068,1,0,0,1
NVE24069,73,48,58,48
NVE24070,3,7,3,2
NVE24071,156,112,145,127
NVE24072,27,21,26,17
NVE24073,190,153,114,100
NVE24074,7,8,3,3
NVE24075,101,74,97,75
NVE24076,31,36,43,46
NVE24077,756,691,647,529
NVE24078,1088,946,567,500
NVE24079,85,77,116,124
NVE24080,903,842,998,931
NVE24082,152,174,93,127
NVE24083,166,166,179,194
NVE24084,3,2,4,2
NVE24085,32,27,22,24
NVE24086,19,15,13,8
NVE24087,25,24,21,26
NVE24088,1,3,13,9
NVE24089,58,244,1707,1339
NVE24090,8,24,61,41
NVE24091,7,91,815,592
NVE24093,34,44,24,23
NVE24094,7,2,5,4
NVE24095,57,30,47,50
NVE24096,124,93,129,102
NVE24097,10,9,8,9
NVE24098,120,98,77,78
NVE24099,293,295,244,242
NVE24100,2970,2386,3106,3001
NVE24101,176,149,246,191
NVE24103,161,125,140,147
NVE24104,161,112,123,135
NVE24105,43,20,37,19
NVE24106,474,354,474,459
NVE24107,125,82,127,134
NVE24108,3,1,2,2
NVE24109,94,92,84,95
NVE24110,36,44,26,21
NVE24111,7,6,11,14
NVE24112,18,24,22,19
NVE24113,1,4,3,6
NVE24114,48,53,13,17
NVE24115,58,67,78,63
NVE24116,109,112,67,76
NVE24117,709,746,472,467
NVE24119,160,153,195,160
NVE24120,68,66,86,73
NVE24121,1058,1075,857,749
NVE24122,492,314,453,461
NVE24123,42,44,39,47
NVE24124,59,58,78,50
NVE24125,281,238,280,239
NVE24126,97,103,78,74
NVE24127,108,93,88,83
NVE24128,234,244,186,168
NVE24129,103,66,48,55
NVE24130,151,157,137,115
NVE24131,11,12,21,25
NVE24132,310,286,316,247
NVE24133,6,0,1,1
NVE25281,21,18,19,22
NVE25200,15,17,11,10
NVE25212,149,158,118,109
NVE25219,201,196,984,716
NVE25240,89,99,137,117
NVE25252,9,4,5,6
NVE25266,489,436,260,249
NVE25300,125,129,112,86
NVE25310,82,77,97,86
NVE25323,35,32,29,24
NVE25335,81,91,168,126
NVE25185,83,77,145,118
NVE25186,19,25,28,14
NVE25187,2,0,2,10
NVE25188,0,4,1,5
NVE25189,57,56,44,53
NVE25190,167,177,99,119
NVE25191,29,36,12,16
NVE25192,63,52,100,94
NVE25193,1,6,40,21
