Gene ID,AO1,AO2,B1,B2
NVE10939,17,11,6,2
NVE10955,2,1,0,1
NVE10956,0,0,0,0
NVE10957,10,2,3,1
NVE10958,2,0,0,2
NVE10959,0,0,0,0
NVE10960,0,2,0,0
NVE10961,2,3,4,5
NVE10995,1,3,3,1
NVE10996,13,15,6,9
NVE10997,11,16,11,5
NVE11014,4,7,6,5
NVE11015,0,1,1,1
NVE11016,3,2,4,0
NVE11017,1,0,0,0
NVE11018,4,5,5,3
NVE11019,27,16,23,15
NVE11043,6,10,16,5
NVE11044,15,6,12,13
NVE11045,1,9,7,6
NVE11046,7,0,1,0
NVE11047,1,3,0,1
NVE11048,4,6,10,5
NVE11049,2,0,0,0
NVE11050,1,0,0,2
NVE11051,36,40,49,42
NVE11052,2,2,0,0
NVE11053,1,1,1,1
NVE11054,34,28,46,23
NVE11055,45,51,28,35
NVE11089,33,29,23,14
NVE11090,6,6,6,4
NVE11091,5,3,1,2
NVE11092,0,0,0,0
NVE11093,25,17,11,18
NVE11094,142,162,159,116
NVE11095,0,0,2,0
NVE11096,0,1,0,0
NVE11107,0,0,0,0
NVE11108,1,1,20,28
NVE11109,7,17,21,18
NVE11111,6,6,5,11
NVE11140,23,10,22,16
NVE11141,21,15,10,5
NVE11142,39,50,46,40
NVE11143,3,23,9,6
NVE11144,1,1,3,2
NVE11145,0,0,0,2
NVE11146,3,4,8,7
NVE11172,1,0,0,0
NVE11173,0,0,0,0
NVE11174,8,6,5,7
NVE11175,0,0,0,0
NVE11176,10,12,6,5
NVE11177,0,0,0,0
NVE11178,17,14,15,17
NVE11179,1,1,1,0
NVE11180,13,17,13,8
NVE11212,3,3,2,0
NVE11213,14,3,8,9
NVE11214,18,10,17,22
NVE11215,0,0,0,0
NVE11216,34,48,28,36
NVE11396,74,80,81,82
NVE11397,12,15,20,22
NVE11399,24,32,18,17
NVE11400,38,26,43,40
NVE11401,2,10,2,4
NVE11402,21,19,28,9
NVE11403,0,0,0,0
NVE11404,1,0,1,2
NVE11435,15,13,11,8
NVE11436,58,54,42,44
NVE11437,37,24,27,29
NVE11438,0,1,0,6
NVE11439,0,1,0,0
NVE11473,8,2,1,1
NVE11474,0,0,1,1
NVE11476,81,93,125,94
NVE11477,0,0,0,0
NVE11478,16,4,14,7
NVE11479,13,6,15,13
NVE11498,0,1,3,3
NVE11499,16,13,16,10
NVE11500,17,10,24,17
NVE11501,0,1,0,0
NVE11502,9,12,9,10
NVE11503,21,12,37,27
NVE11504,0,0,2,2
NVE11526,3,1,0,0
NVE11527,0,1,0,0
NVE11528,0,2,3,0
NVE11529,0,0,0,0
NVE11530,8,16,19,16
NVE11559,2,2,3,3
NVE11560,0,3,3,2
NVE11561,85,81,115,118
NVE11562,131,96,123,104
NVE11563,12,5,11,7
NVE11564,32,19,20,22
NVE11593,3,0,0,0
NVE11615,84,101,82,72
NVE11616,4,5,11,8
NVE11617,0,0,0,0
NVE11618,5,0,1,0
NVE11619,2,1,2,2
NVE11620,43,37,28,11
NVE11621,16,23,17,9
NVE11658,44,48,35,27
NVE11659,2,7,5,4
NVE11660,6,6,1,2
NVE11661,41,21,17,28
NVE11662,0,0,0,0
NVE11664,0,0,0,0
NVE11665,0,0,3,0
NVE11666,9,1,9,8
NVE11690,0,0,0,0
NVE11691,0,2,3,1
NVE11692,1,2,3,3
NVE11693,38,66,1030,848
NVE11694,0,0,0,2
NVE11695,3,6,3,2
NVE11848,69,60,45,48
NVE11849,49,60,47,42
NVE11850,6,3,8,5
NVE11851,2,3,1,1
NVE11852,3,5,3,0
NVE11853,20,14,13,17
NVE11854,0,0,0,1
NVE11887,3,2,6,9
NVE11888,6,16,14,13
NVE11889,1,1,0,1
NVE11890,11,8,13,7
NVE11891,25,19,19,17
NVE11904,1,3,2,1
NVE11905,2,0,1,0
NVE11906,15,29,26,19
NVE11907,15,12,22,15
NVE11929,0,1,0,0
NVE11930,1,0,0,0
NVE11931,19,13,27,29
NVE11932,6,0,4,1
NVE11934,3,2,5,5
NVE11935,1,3,5,4
NVE11953,0,0,0,1
NVE11955,10,8,11,7
NVE11956,0,0,0,0
NVE11991,3,1,2,1
NVE11992,17,13,24,10
NVE11993,1,4,5,6
NVE11994,0,1,0,1
NVE11995,7,10,11,3
NVE11998,0,0,1,0
NVE11999,1,2,1,0
NVE12000,4,4,8,14
NVE12013,0,1,0,0
NVE12014,3,3,2,3
NVE12015,43,36,27,24
NVE12016,2,0,0,0
NVE12017,10,8,7,6
NVE12018,1,0,3,0
NVE12019,15,13,22,22
NVE12054,6,9,8,9
NVE12056,4,3,5,4
NVE12070,30,23,82,44
NVE12071,3,3,2,0
NVE12072,0,0,2,0
NVE12073,19,7,17,12
NVE12074,6,6,14,10
NVE12075,2,0,3,1
NVE12076,0,0,0,0
NVE12218,117,99,87,78
NVE12219,0,0,0,0
NVE12220,0,0,1,0
NVE12221,0,0,1,1
NVE12222,9,2,13,12
NVE12238,0,0,0,0
NVE12239,0,0,0,0
NVE12273,0,0,1,0
NVE12274,1,2,1,0
NVE12275,1,3,1,0
NVE12276,6,17,9,17
NVE12277,0,0,0,0
NVE12278,17,9,10,11
NVE12279,26,22,13,27
NVE12294,1,0,1,0
NVE12295,0,0,0,1
NVE12296,13,7,11,15
NVE12297,21,17,20,16
NVE12298,16,20,29,22
NVE12299,13,8,9,2
NVE12317,1,0,0,0
NVE12318,0,0,0,0
NVE12319,0,0,0,0
NVE12330,8,14,4,12
NVE12331,19,28,32,30
NVE12332,29,54,63,56
NVE12333,1,2,1,1
NVE12360,0,0,0,0
NVE12361,3,4,5,3
NVE12362,26,13,16,24
NVE12363,0,0,0,0
NVE12381,3,2,2,5
NVE12382,0,0,18,6
NVE12383,0,1,6,4
NVE12384,42,40,53,48
NVE12385,17,18,15,16
NVE12422,1,2,3,1
NVE12423,12,11,7,11
NVE12424,2,0,0,1
NVE12425,26,29,23,28
NVE12426,0,5,2,5
NVE12462,0,0,1,0
NVE12463,42,33,18,37
NVE12464,9,3,15,5
NVE12465,1,2,1,0
NVE12466,0,1,1,0
NVE12591,29,18,38,45
NVE12592,31,24,26,47
NVE12593,0,1,0,0
NVE12614,3,3,4,5
NVE12615,81,83,146,116
NVE12616,3,3,4,1
NVE12633,0,1,1,0
NVE12634,2,3,11,12
NVE12635,0,0,0,0
NVE12636,8,3,4,0
NVE12637,4,9,13,7
NVE12657,5,12,13,13
NVE12658,164,144,218,165
NVE12659,5,0,0,2
NVE12692,9,14,8,6
NVE12693,1,0,0,0
NVE12694,2,2,5,2
NVE12695,7,3,6,2
NVE12696,0,0,0,1
NVE12697,22,14,19,28
NVE12698,12,13,16,20
NVE12713,2,2,3,6
NVE12715,2,2,4,0
NVE12716,0,0,0,0
NVE12717,0,1,2,4
NVE12718,0,3,8,1
NVE12741,8,12,9,4
NVE12742,1229,1010,1066,863
NVE12743,0,0,0,0
NVE12744,136,115,112,105
NVE12745,0,0,0,1
NVE12746,0,0,0,0
NVE12747,0,0,0,0
NVE12775,0,2,1,0
NVE12776,4,5,15,12
NVE12777,0,0,1,0
NVE12778,22,7,9,8
NVE12779,0,0,0,0
NVE12794,21,28,21,41
NVE12795,0,0,0,0
NVE12796,16,11,10,3
NVE12797,6,1,3,3
NVE12798,13,6,13,7
NVE12812,21,8,27,15
NVE12813,0,0,0,0
NVE12814,0,0,0,0
NVE12815,2,0,0,1
NVE12816,130,134,83,72
NVE12817,7,13,7,8
NVE12818,19,22,11,14
NVE13219,6,6,2,1
NVE13220,0,1,0,2
NVE13221,8,10,8,12
NVE13222,9,8,24,9
NVE13223,38,30,36,27
NVE13224,8,3,1,1
NVE13225,10,6,9,2
NVE13257,23234,20757,22208,18294
NVE13258,0,0,0,0
NVE13259,106,109,120,102
NVE13260,11,12,17,21
NVE13261,92,99,170,123
NVE13262,2,3,1,0
NVE13263,3,10,6,5
NVE13285,39,39,35,37
NVE13286,0,0,2,0
NVE13287,6,3,5,0
NVE13288,0,0,0,0
NVE13289,31,34,38,23
NVE13290,14,20,5,3
NVE13291,52,50,83,54
NVE13292,4,17,65,51
NVE13293,0,0,0,1
NVE13294,1,0,0,0
NVE13295,9,4,2,7
NVE13296,10,5,3,2
NVE13298,10,18,10,8
NVE13326,23,18,37,40
NVE13327,99,91,108,79
NVE13328,4,6,6,6
NVE13329,0,0,0,0
NVE13331,2,4,3,1
NVE13332,0,0,0,0
NVE13333,21,12,19,17
NVE13334,2,1,2,3
NVE13335,33,46,60,47
NVE13336,2,3,2,0
NVE13356,12,10,5,5
NVE13357,6,2,4,0
NVE13358,2,0,1,0
NVE13359,4,2,3,6
NVE13360,19,17,17,12
NVE13361,19,5,12,9
NVE13362,6,5,10,12
NVE13377,20,10,14,16
NVE13378,5,0,3,0
NVE13379,23,12,18,10
NVE13380,50,54,69,59
NVE13381,1,1,2,6
NVE13404,3,8,5,4
NVE13405,22,22,25,17
NVE13406,25,14,17,21
NVE13407,15,12,8,7
NVE13408,3,5,3,4
NVE13438,124,165,162,142
NVE13439,10,11,16,5
NVE13440,1,0,1,1
NVE13441,0,0,0,0
NVE13442,8,5,4,2
NVE13443,21,29,10,15
NVE13444,4,7,10,13
NVE13475,1,1,0,1
NVE13476,28,40,35,32
NVE13477,4,2,23,1
NVE13478,9,11,3,9
NVE13479,1,2,1,0
NVE13480,23,17,32,33
NVE13481,2,8,3,5
NVE13482,4,5,9,1
NVE13483,9,5,8,9
NVE13484,68,50,68,48
NVE13485,110,109,86,89
NVE13486,1,0,0,1
NVE13487,48,37,180,117
NVE13489,2,0,2,0
NVE13490,16,18,6,3
NVE13491,20,25,21,19
NVE13492,3,3,12,2
NVE13627,4,3,3,5
NVE13628,0,0,0,0
NVE13629,0,0,0,0
NVE13646,13,19,15,10
NVE13647,56,50,32,29
NVE13648,18,14,17,14
NVE13649,0,0,1,2
NVE13650,1,1,0,0
NVE13651,1,0,0,0
NVE13652,5,5,14,7
NVE13653,10,8,6,5
NVE13675,31,25,17,27
NVE13676,111,122,116,96
NVE13679,25,25,33,43
NVE13706,0,1,1,0
NVE13728,18,23,33,25
NVE13729,46,42,27,37
NVE13730,0,4,0,2
NVE13731,79,86,51,61
NVE13732,32,35,32,24
NVE13752,16,20,15,17
NVE13753,101,136,57,100
NVE13754,0,0,0,0
NVE13755,5,8,11,18
NVE13756,0,0,1,0
NVE13757,22,27,37,22
NVE13763,4,3,7,2
NVE13764,1,0,0,0
NVE13765,4,3,2,2
NVE13766,51,54,89,77
NVE13790,22,34,47,38
NVE13791,1,0,0,0
NVE13792,1,0,0,1
NVE13816,180,220,159,143
NVE13817,261,242,281,215
NVE13818,18,32,32,29
NVE13819,0,0,0,1
NVE13820,0,3,5,1
NVE13821,14,15,7,17
NVE13822,51,71,41,32
NVE13837,0,0,0,0
NVE13838,1,0,2,4
NVE13839,6,8,8,1
NVE13840,954,812,664,544
NVE13841,2016,1902,1522,1235
NVE14000,7,11,10,3
NVE14001,20,17,21,19
NVE14003,10,17,17,8
NVE14004,72,61,97,105
NVE14005,0,0,0,0
NVE14006,0,0,0,0
NVE14007,146,130,125,92
NVE14008,59,34,33,13
NVE14009,98,94,138,96
NVE14021,4,9,1,6
NVE14022,264,274,291,216
NVE14023,1,1,0,1
NVE14041,0,1,0,0
NVE14042,2,4,5,3
NVE14053,1,4,5,0
NVE14055,17,16,19,13
NVE14056,2,0,1,1
NVE14057,16,7,9,11
NVE14058,12,12,16,11
NVE14059,81,59,54,48
NVE14060,3,7,6,5
NVE14062,5,6,6,3
NVE14063,7,0,8,9
NVE14064,268,292,259,249
NVE14065,55,57,76,59
NVE14066,0,0,0,0
NVE14094,53,69,45,48
NVE14095,125,121,56,64
NVE14096,0,1,1,0
NVE14097,0,0,0,1
NVE14098,2,5,0,3
NVE14102,8,11,7,13
NVE14103,0,0,0,0
NVE14104,0,0,0,0
NVE14105,0,0,0,0
NVE14106,0,0,0,0
NVE14107,0,0,0,0
NVE14108,23,17,28,9
NVE14109,16,14,8,14
NVE14110,10,10,12,18
NVE14126,18,13,4,9
NVE14127,316,246,295,241
NVE14128,3,6,9,6
NVE14129,374,307,565,413
NVE14130,160,108,26,27
NVE14131,0,1,0,0
NVE14140,23,18,9,8
NVE14141,155,137,207,124
NVE14142,3,3,2,1
NVE14143,0,0,0,0
NVE14144,59,63,127,124
NVE14145,0,1,2,4
NVE14146,14,10,12,13
NVE14147,1,4,10,5
NVE14148,0,0,0,0
NVE14149,1,0,1,0
NVE14150,0,1,2,0
NVE14170,34,27,68,15
NVE14171,1,2,2,1
NVE14172,4,4,4,6
NVE14173,59,57,41,28
NVE14174,7,3,11,8
NVE14175,0,0,0,0
NVE14176,2,0,0,1
NVE14177,217,261,196,225
NVE14325,18,11,18,13
NVE14326,21,6,4,4
NVE14327,5,2,5,5
NVE14328,15,20,14,10
NVE14330,6,3,5,8
NVE14341,12,6,5,0
NVE14342,38,21,21,17
NVE14343,17,24,30,25
NVE14345,0,0,0,0
NVE14364,1,5,2,7
NVE14365,1,0,1,2
NVE14366,6,1,2,0
NVE14367,0,1,0,0
NVE14368,1,0,1,1
NVE14369,90,112,87,83
NVE14380,6,5,0,1
NVE14381,20,15,15,15
NVE14382,26,29,9,13
NVE14383,4,9,9,7
NVE14384,40,30,39,25
NVE14385,40,34,18,29
NVE14386,1,3,3,0
NVE14387,3,5,4,4
NVE14405,15,18,12,13
NVE14406,0,0,4,8
NVE14407,21,13,29,26
NVE14408,19,12,41,27
NVE14409,18,24,54,53
NVE14410,0,0,0,0
NVE14433,1,1,0,0
NVE14434,0,1,0,0
NVE14435,0,1,1,1
NVE14436,4,5,1,3
NVE14437,17,19,10,7
NVE14438,13,8,6,10
NVE14439,3,1,1,0
NVE14440,1,5,3,4
NVE14441,10,8,12,10
NVE14442,0,0,0,0
NVE14444,3,2,3,4
NVE14445,10,4,7,16
NVE14466,0,4,1,1
NVE14467,49,25,35,21
NVE14468,12,13,5,5
NVE14469,6,13,8,4
NVE14490,0,2,2,1
NVE14491,5,3,2,2
NVE14492,21,10,26,19
NVE14493,9,5,9,1
NVE14494,42,50,39,27
NVE14522,0,0,0,0
NVE14523,0,0,0,0
NVE14524,152,112,95,100
NVE14634,3,0,3,2
NVE14635,104,111,103,106
NVE14636,2,2,0,0
NVE14637,34,26,23,10
NVE14638,5,1,2,4
NVE14639,118,83,74,67
NVE14640,5,3,1,0
NVE14653,14,13,7,11
NVE14654,25,16,33,27
NVE14655,24,29,15,12
NVE14656,27,18,4,9
NVE14657,3,0,2,4
NVE14658,9,1,2,2
NVE14659,0,1,0,0
NVE14674,7,6,10,5
NVE14675,133,112,94,83
NVE14676,23,23,14,9
NVE14677,312,355,289,220
NVE14678,4,1,0,1
NVE14679,63,43,34,39
NVE14690,4,2,6,6
NVE14702,12,11,8,9
NVE14703,44,50,48,43
NVE14704,2,0,0,2
NVE14705,3,0,4,4
NVE14706,2,1,3,1
NVE14707,1,1,0,1
NVE14708,0,0,1,0
NVE14709,6,10,4,11
NVE14710,1,1,0,0
NVE14720,60,42,56,46
NVE14721,4,4,5,3
NVE14723,0,0,0,0
NVE14724,5,4,15,8
NVE14751,38,19,28,21
NVE14752,4,3,2,1
NVE14779,1,0,0,1
NVE14780,8,4,1,2
NVE14781,2,2,0,0
NVE14782,0,0,0,0
NVE14783,8,6,3,9
NVE14784,6,15,17,13
NVE14785,0,2,0,0
NVE14786,12,17,24,28
NVE14787,7,5,4,8
NVE14812,18,20,29,15
NVE14813,15,16,12,16
NVE14832,0,0,0,0
NVE14833,0,0,0,0
NVE14834,0,0,0,0
NVE14835,7,7,13,8
NVE14836,5,6,9,7
NVE14959,1,0,1,1
NVE14960,3,5,1,3
NVE14961,0,1,0,0
NVE14962,1,0,0,0
NVE14990,13,12,8,19
NVE14991,421,295,435,365
NVE14992,1,0,0,1
NVE14993,7,1,3,10
NVE14994,102,71,25,23
NVE14995,101,72,89,80
NVE14996,12,6,13,10
NVE14997,13,7,16,12
NVE14998,0,0,0,1
NVE15012,3,3,0,3
NVE15014,0,0,0,0
NVE15015,6,6,10,13
NVE15044,18,13,21,11
NVE15045,7,10,5,5
NVE15046,1,1,1,1
NVE15062,16,9,13,6
NVE15063,23,29,15,7
NVE15065,0,0,0,1
NVE15066,86,79,9,6
NVE15067,3,1,5,6
NVE15068,14,15,13,11
NVE15079,58,72,100,107
NVE15080,0,0,0,1
NVE15081,4,8,12,13
NVE15082,11,19,15,19
NVE15096,38,31,28,21
NVE15097,3,0,0,0
NVE15098,2,0,3,0
NVE15099,12,15,16,15
NVE15100,6,4,5,11
NVE15101,5,12,9,7
NVE15112,18,16,14,11
NVE15113,72,50,76,44
NVE15114,33,35,26,23
NVE15115,5,10,9,3
NVE15116,7,1,5,9
NVE15130,15,11,20,7
NVE15141,19,20,43,20
NVE15142,13,17,7,11
NVE15143,1,0,0,0
NVE15264,0,0,0,0
NVE15265,19,31,16,32
NVE15266,6,6,3,3
NVE15267,1,1,1,0
NVE15268,1,6,2,5
NVE15269,0,1,0,1
NVE15286,16,11,14,25
NVE15287,7,8,22,10
NVE15288,0,0,0,0
NVE15289,0,0,0,0
NVE15298,22,31,49,49
NVE15299,32,19,7,11
NVE15300,2,1,1,2
NVE15301,0,1,0,0
NVE15302,12,15,9,9
NVE15317,10,4,2,4
NVE15318,4,0,2,0
NVE15319,0,0,0,0
NVE15320,0,0,0,2
NVE15321,1,0,2,2
NVE15341,10,11,17,7
NVE15342,2,2,0,0
NVE15343,37,30,64,35
NVE15356,36,36,22,37
NVE15358,6,8,23,12
NVE15359,2,0,3,2
NVE15360,77,75,96,73
NVE15361,0,0,0,0
NVE15362,2,3,4,7
NVE15363,5,14,13,18
NVE15371,29,35,24,11
NVE15372,30,37,24,33
NVE15373,0,0,0,0
NVE15374,3,3,3,9
NVE15375,9,8,13,8
NVE15392,2,3,1,3
NVE15393,1,1,0,0
NVE15394,4,9,5,4
NVE15395,38,63,47,46
NVE15396,6,5,10,7
NVE15397,0,0,2,1
NVE15398,0,1,3,0
NVE15407,14,17,11,13
NVE15408,4,4,4,3
NVE15409,8,2,6,3
NVE15563,57,51,85,64
NVE15564,13,17,24,17
NVE15565,50,50,31,27
NVE15566,4,0,3,4
NVE15577,50,48,62,42
NVE15578,18,10,18,10
NVE15579,0,0,0,0
NVE15580,22,11,31,27
NVE15581,6,9,8,5
NVE15582,40,28,45,44
NVE15583,47,43,77,50
NVE15595,0,0,0,0
NVE15596,38,33,79,72
NVE15597,0,1,4,0
NVE15598,7,4,1,8
NVE15599,1,1,0,1
NVE15600,4,8,4,7
NVE15601,6,1,1,0
NVE15602,4,2,3,4
NVE15624,5,3,2,2
NVE15625,1,1,0,0
NVE15626,0,1,1,0
NVE15627,0,0,0,1
NVE15628,4,5,2,3
NVE15629,27,34,11,16
NVE15630,61,51,27,34
NVE15631,0,0,0,0
NVE15645,7,9,5,4
NVE15646,33,26,6,14
NVE15657,9,4,17,11
NVE15658,5,1,5,3
NVE15659,4,6,10,5
NVE15660,11,9,6,4
NVE15661,0,3,2,3
NVE15663,0,0,1,0
NVE15664,89,82,53,64
NVE15692,0,0,0,0
NVE15693,38,42,53,49
NVE15694,5,9,1,2
NVE15695,0,0,0,0
NVE15696,45,56,57,42
NVE15697,30,34,50,32
NVE15698,2,0,1,1
NVE15715,0,0,5,3
NVE15716,73,80,104,77
NVE15717,5,2,4,0
NVE15718,44,44,32,18
NVE15719,1,0,1,0
NVE15739,19,15,9,22
NVE15740,4,5,7,8
NVE15741,0,1,0,0
NVE15742,5,3,13,7
NVE15743,87,107,105,99
NVE15744,24,37,58,51
NVE15745,0,0,1,1
NVE15761,46,49,36,35
NVE15762,1,0,1,1
NVE15763,2,3,9,3
NVE15764,1,4,2,1
NVE15765,17,12,19,19
NVE15901,194,167,360,244
NVE15902,1,0,0,1
NVE15903,5,4,6,6
NVE15904,77,52,49,45
NVE15905,9,10,15,8
NVE15914,0,2,1,1
NVE15915,0,0,0,3
NVE15916,120,63,71,76
NVE15917,45,43,69,49
NVE15918,14,12,8,4
NVE15936,24,24,9,11
NVE15937,28,17,34,32
NVE15954,12,13,6,14
NVE15955,5,7,13,9
NVE15956,19,16,26,25
NVE15981,0,0,0,0
NVE15982,6,4,6,1
NVE15991,0,0,0,0
NVE15992,4,1,5,6
NVE15993,4,10,2,1
NVE16005,15,11,14,12
NVE16006,0,0,0,2
NVE16007,4,2,3,3
NVE16008,0,0,1,0
NVE16009,33,18,44,28
NVE16019,3,0,0,1
NVE16020,4,1,3,3
NVE16021,14,7,10,14
NVE16022,1,3,0,0
NVE16033,5,10,7,6
NVE16034,1,2,5,1
NVE16035,39,40,55,48
NVE16036,77,51,40,44
NVE16053,17,13,11,18
NVE16054,0,0,0,0
NVE16167,9,13,4,9
NVE16178,0,0,1,1
NVE16180,1,0,1,0
NVE16193,8,4,5,5
NVE16194,0,0,1,0
NVE16195,20,20,11,17
NVE16196,9,13,7,11
NVE16197,5,8,14,14
NVE16198,88,60,80,67
NVE16221,0,0,0,0
NVE16222,4,5,10,2
NVE16223,0,0,0,0
NVE16234,1,1,0,0
NVE16237,1,1,2,0
NVE16238,27,2,16,6
NVE16239,21,8,8,0
NVE16240,0,0,2,0
NVE16241,4,0,0,0
NVE16245,3,0,1,0
NVE16246,23,38,66,38
NVE16247,0,0,0,0
NVE16248,11,5,9,11
NVE16261,1,0,0,0
NVE16262,1,0,2,5
NVE16274,27,26,36,39
NVE16275,16,16,12,8
NVE16276,0,0,0,0
NVE16277,0,0,1,0
NVE16278,4,5,0,1
NVE16280,0,2,0,0
NVE16281,17,16,17,16
NVE16282,0,0,0,0
NVE16654,0,1,0,1
NVE16655,5,2,0,1
NVE16656,0,1,4,1
NVE16663,24,26,24,16
NVE16664,48,56,63,37
NVE16665,0,0,0,0
NVE16666,54,24,23,25
NVE16667,4,9,4,0
NVE16683,39,28,10,3
NVE16684,0,3,0,0
NVE16685,0,0,0,0
NVE16686,2,1,0,3
NVE16687,2,6,1,0
NVE16689,0,10,5,5
NVE16690,3,1,0,4
NVE16691,3,0,0,0
NVE16692,2,0,0,1
NVE16693,20,28,26,35
NVE16695,6,8,3,7
NVE16702,3,5,7,9
NVE16703,4,20,13,6
NVE16704,47,53,33,23
NVE16705,11,16,12,5
NVE16720,0,0,1,3
NVE16721,313,270,135,134
NVE16722,9,3,11,6
NVE16723,0,0,0,1
NVE16724,6,2,5,1
NVE16725,1,5,3,3
NVE16726,0,4,2,6
NVE16727,43,28,36,24
NVE16729,5,3,2,7
NVE16730,1,1,0,1
NVE16731,120,105,157,110
NVE16732,58,71,113,96
NVE16734,0,0,0,0
NVE16735,1,2,1,1
NVE16741,2,1,1,1
NVE16742,8,13,4,10
NVE16743,53,57,78,63
NVE16744,50,55,42,38
NVE16771,22,16,32,28
NVE16772,5,9,4,1
NVE16773,25,31,51,55
NVE16774,0,1,0,0
NVE16775,48,67,45,32
NVE16776,1,2,0,0
NVE16782,0,0,0,0
NVE16783,2,2,2,1
NVE16785,6,11,12,7
NVE16904,11,9,3,6
NVE16905,21,29,15,21
NVE16906,1529,1334,1167,970
NVE16907,1,0,1,0
NVE16908,8,8,6,4
NVE16909,0,0,0,0
NVE16925,4,0,9,5
NVE16926,3,1,6,4
NVE16927,16,14,22,20
NVE16928,1,0,1,1
NVE16929,37,24,20,9
NVE16930,14,11,17,17
NVE16931,2,7,1,0
NVE16934,12,17,25,27
NVE16935,18,10,13,9
NVE16936,0,0,0,1
NVE16937,0,0,0,0
NVE16938,0,0,2,0
NVE16939,21,20,20,17
NVE16950,30,20,26,23
NVE16951,46,31,53,51
NVE16952,8,8,17,18
NVE16962,0,1,2,1
NVE16963,1,4,0,4
NVE16968,187,179,296,217
NVE16969,26,21,12,21
NVE16970,3,0,16,7
NVE16971,3,1,4,2
NVE16972,13,13,23,15
NVE16973,7,5,5,7
NVE16976,6,6,15,9
NVE16977,3,1,0,1
NVE16978,15,8,8,13
NVE16979,0,0,0,3
NVE16980,0,0,1,0
NVE16981,2,3,1,0
NVE16997,2,4,7,2
NVE16998,4,2,3,3
NVE17000,16,28,20,11
NVE17016,4,1,2,2
NVE17017,7,5,7,5
NVE17018,30,21,28,23
NVE17019,14,17,5,10
NVE17031,2,1,0,1
NVE17032,47,34,34,18
NVE17033,32,22,18,17
NVE17034,21,18,13,14
NVE17035,3,6,3,13
NVE17036,25,12,12,14
NVE17162,129,115,260,165
NVE17163,77,96,180,139
NVE17164,0,1,0,0
NVE17165,0,0,2,2
NVE17166,7,3,5,9
NVE17167,0,0,0,0
NVE17169,10,7,14,17
NVE17174,23,20,23,25
NVE17175,3,3,0,2
NVE17176,1,0,0,3
NVE17177,0,1,2,1
NVE17178,1,1,1,0
NVE17179,14,14,22,9
NVE17199,0,0,0,2
NVE17200,109,112,64,70
NVE17201,19,12,18,27
NVE17202,88,81,84,48
NVE17203,43,59,26,38
NVE17204,39,37,46,54
NVE17205,2,0,3,1
NVE17206,0,0,2,1
NVE17207,0,0,0,0
NVE17208,223,227,187,212
NVE17225,13,21,24,15
NVE17226,446,352,428,366
NVE17227,13,3,16,12
NVE17228,0,0,0,0
NVE17229,1,1,0,0
NVE17230,2,1,3,0
NVE17242,0,0,0,0
NVE17243,0,1,0,0
NVE17244,4,11,15,12
NVE17245,12,14,6,6
NVE17256,12,10,5,3
NVE17257,13,4,2,3
NVE17258,4,3,6,3
NVE17259,11,15,18,11
NVE17271,21,12,29,11
NVE17272,7,7,10,6
NVE17274,0,1,0,1
NVE17295,1,0,0,1
NVE17296,6,3,1,3
NVE17299,26,24,58,49
NVE17300,25,14,28,12
NVE17436,29,36,61,37
NVE17437,2,4,3,3
NVE17438,7,1,8,4
NVE17439,0,1,2,0
NVE17440,5,10,31,28
NVE17441,10,5,6,9
NVE17442,9,10,9,5
NVE17443,2,1,0,0
NVE17448,1,0,4,0
NVE17449,17,15,11,21
NVE17450,12,25,12,7
NVE17451,3,2,1,1
NVE17469,48,54,54,46
NVE17470,3,4,3,1
NVE17471,1,0,0,3
NVE17472,46,42,7,6
NVE17482,10,4,5,8
NVE17483,22,15,21,18
NVE17484,6,11,9,11
NVE17485,11,9,9,12
NVE17486,8,1,56,24
NVE17496,15,12,4,15
NVE17497,1,1,0,0
NVE17498,0,0,0,1
NVE17499,0,0,1,0
NVE17507,1,2,0,0
NVE17508,14,15,22,7
NVE17509,5,2,41,42
NVE17510,77,86,68,46
NVE17515,3,1,12,4
NVE17516,14,9,15,5
NVE17525,2,0,1,0
NVE17526,90,81,102,82
NVE17527,2,0,2,2
NVE17529,4,3,2,0
NVE17542,24,28,2,6
NVE17543,0,0,0,0
NVE17544,0,0,0,0
NVE17545,0,0,2,0
NVE17546,0,0,0,0
NVE17547,0,0,0,1
NVE17548,102,102,159,141
NVE17563,0,0,0,0
NVE17564,27,33,30,36
NVE17565,3,3,1,5
NVE17566,0,0,3,1
NVE17567,2,0,0,2
NVE17568,4,4,5,4
NVE17703,0,0,0,0
NVE17704,1,0,0,0
NVE17705,11,7,5,7
NVE17706,4,3,7,10
NVE17707,0,0,1,0
NVE17709,0,0,0,0
NVE17710,1,5,6,3
NVE17715,10,12,11,9
NVE17717,0,0,0,1
NVE17718,4,5,16,4
NVE17730,0,0,0,0
NVE17731,1,7,4,6
NVE17732,0,0,0,0
NVE17733,8,18,34,32
NVE17734,1,0,0,0
NVE17735,5,3,7,8
NVE17742,55,60,51,49
NVE17743,5,0,2,1
NVE17744,79,82,60,32
NVE17745,1,1,0,0
NVE17761,34,47,63,27
NVE17762,0,0,0,0
NVE17763,1,5,1,2
NVE17773,6,8,3,5
NVE17774,13,6,13,14
NVE17775,0,0,0,0
NVE17776,0,0,0,1
NVE17777,4,1,3,8
NVE17783,1,1,4,0
NVE17785,36,19,61,47
